trade_date,symbol,pre_close,open,high,low,close,total_vol,total_amt,upper_limit,lower_limit
2019-07-22,600519.SH,955.87,960.0,964.0,950.25,957.02,2812549,2695084029.0,1051.46,860.28
2019-07-19,600519.SH,947.5,955.0,960.8,948.0,955.87,2801481,2679887448.0,1042.25,852.75
2019-07-18,600519.SH,963.5,961.5,963.0,947.18,947.5,3925295,3748507464.0,1059.85,867.15
2019-07-17,600519.SH,968.0,968.0,972.99,962.13,963.5,2546887,2459954487.0,1064.8,871.2
2019-07-16,600519.SH,975.93,975.45,982.3,965.0,968.0,3324524,3226755644.0,1073.52,878.34
2019-07-15,600519.SH,986.09,967.8,980.1,951.13,975.93,5987040,5785726590.0,1084.7,887.48
2019-07-12,600519.SH,981.5,981.3,991.5,980.01,986.09,2817385,2778937975.0,1079.65,883.35
2019-07-11,600519.SH,982.52,989.96,998.38,976.0,981.5,3051419,3011117079.0,1080.77,884.27
2019-07-10,600519.SH,976.06,980.93,990.58,977.0,982.52,2816670,2774054724.0,1073.67,878.45
2019-07-09,600519.SH,984.86,979.3,989.0,968.35,976.06,3172332,3103986404.0,1083.35,886.37
2019-07-08,600519.SH,999.82,995.05,997.9,975.0,984.86,3361352,3313713091.0,1099.8,899.84
2019-07-05,600519.SH,981.2,986.0,1006.0,976.3,999.82,5003271,4968920475.0,1079.32,883.08
2019-07-04,600519.SH,987.9,985.8,990.8,971.22,981.2,4621668,4531686001.0,1086.69,889.11
2019-07-03,600519.SH,1025.0,1020.0,1023.0,981.5,987.9,6713932,6717755678.0,1127.5,922.5
2019-07-02,600519.SH,1031.86,1025.0,1029.5,1016.0,1025.0,3906109,3989722046.0,1135.05,928.67
2019-07-01,600519.SH,984.0,1004.52,1035.6,1000.22,1031.86,5233723,5325575854.0,1082.4,885.6
2019-06-28,600519.SH,981.81,985.99,988.88,971.33,984.0,3108840,3050739277.0,1079.99,883.63
2019-06-27,600519.SH,979.86,985.0,1001.0,981.12,996.35,4797845,4772724089.0,1077.85,881.87
2019-06-26,600519.SH,982.98,985.0,985.0,971.22,979.86,2958818,2896585581.0,1081.28,884.68
2019-06-25,600519.SH,987.1,992.0,999.0,967.0,982.98,5129595,5035624420.0,1085.81,888.39
2019-06-24,600519.SH,976.3,978.3,999.69,975.0,987.1,4577920,4532526991.0,1073.93,878.67
2019-06-21,600519.SH,975.0,969.97,984.49,964.5,976.3,4592675,4482726902.0,1072.5,877.5
2019-06-20,600519.SH,932.01,932.5,975.5,932.2,975.0,6727197,6468666073.0,1025.21,838.81
2019-06-19,600519.SH,917.0,940.0,946.7,932.01,932.01,5372640,5051192622.0,1008.7,825.3
2019-06-18,600519.SH,911.6,917.0,920.0,902.6,917.0,2944138,2687679912.0,1002.76,820.44
2019-06-17,600519.SH,913.0,907.0,926.94,906.02,911.6,3276903,3001512189.0,1004.3,821.7
2019-06-14,600519.SH,910.0,911.0,932.3,910.02,913.0,4245504,3905679105.0,1001.0,819.0
2019-06-13,600519.SH,906.7,910.0,912.3,897.0,910.0,3291742,2984741685.0,997.37,816.03
2019-06-12,600519.SH,910.89,906.22,910.99,894.0,906.7,3774740,3420899273.0,1001.98,819.8
2019-06-11,600519.SH,871.08,876.0,915.61,875.0,910.89,8010644,7209086880.0,958.19,783.97
2019-06-10,600519.SH,862.13,857.98,878.95,840.0,871.08,5550246,4790052574.0,948.34,775.92
2019-06-06,600519.SH,871.6,875.62,875.77,858.0,862.13,3478685,3009567792.0,958.76,784.44
2019-06-05,600519.SH,875.3,884.0,886.26,870.0,871.6,3406736,2988114670.0,962.83,787.77
2019-06-04,600519.SH,892.0,895.0,895.43,871.0,875.3,3968948,3481384251.0,981.2,802.8
2019-06-03,600519.SH,890.0,892.0,901.35,886.28,892.0,3447924,3076922330.0,979.0,801.0
2019-05-31,600519.SH,905.3,900.53,906.99,890.0,890.0,3579380,3211384923.0,995.83,814.77
2019-05-30,600519.SH,911.91,910.0,919.99,891.22,905.3,4024720,3634187681.0,1003.1,820.72
2019-05-29,600519.SH,888.0,888.01,924.95,888.01,911.91,6564696,5963755397.0,976.8,799.2
2019-05-28,600519.SH,879.0,877.99,907.49,875.02,888.0,7477277,6670856081.0,966.9,791.1
2019-05-27,600519.SH,878.5,879.1,882.99,860.05,879.0,3916191,3417213669.0,966.35,790.65
2019-05-24,600519.SH,861.0,865.0,885.0,864.44,878.5,4403409,3858962204.0,947.1,774.9
2019-05-23,600519.SH,888.0,881.0,883.98,856.22,861.0,5805863,5062812286.0,976.8,799.2
2019-05-22,600519.SH,895.0,894.98,904.0,880.0,888.0,3204158,2853872828.0,984.5,805.5
2019-05-21,600519.SH,884.96,885.0,910.0,872.02,895.0,4238565,3791406204.0,973.46,796.46
2019-05-20,600519.SH,906.79,900.0,900.0,871.0,884.96,4440799,3931645928.0,997.47,816.11
2019-05-17,600519.SH,929.91,927.02,932.3,900.1,906.79,4984161,4551116799.0,1022.9,836.92
2019-05-16,600519.SH,927.0,919.0,932.0,905.0,929.91,4454012,4108281950.0,1019.7,834.3
2019-05-15,600519.SH,886.57,890.24,933.0,890.24,927.0,6312425,5778791845.0,975.23,797.91
2019-05-14,600519.SH,892.0,885.0,906.0,873.0,886.57,5998312,5349455647.0,981.2,802.8
2019-05-13,600519.SH,907.12,898.86,910.98,884.0,892.0,4663718,4179329433.0,997.83,816.41
2019-05-10,600519.SH,858.81,875.66,910.78,868.19,907.12,7990738,7121198717.0,944.69,772.93
2019-05-09,600519.SH,884.4,875.0,879.87,842.5,858.81,9154515,7863312116.0,972.84,795.96
2019-05-08,600519.SH,890.0,860.0,901.8,860.0,884.4,8188298,7217709507.0,979.0,801.0
2019-05-07,600519.SH,906.0,893.28,913.94,870.22,890.0,10083726,9045117765.0,996.6,815.4
2019-05-06,600519.SH,974.0,925.5,935.0,893.0,906.0,13509968,12299395806.0,1071.4,876.6
2019-04-30,600519.SH,971.97,968.0,984.96,963.11,974.0,3594318,3503937512.0,1069.17,874.77
2019-04-29,600519.SH,945.0,945.0,989.0,935.0,971.97,5257230,5086408528.0,1039.5,850.5
2019-04-26,600519.SH,952.37,946.3,959.88,945.0,945.0,4327768,4119727292.0,1047.61,857.13
2019-04-25,600519.SH,970.0,968.79,973.99,951.22,952.37,3980134,3822767525.0,1067.0,873.0
2019-04-24,600519.SH,974.95,979.88,990.0,951.22,970.0,4522700,4383873128.0,1072.45,877.46
2019-04-23,600519.SH,949.2,951.0,981.22,949.2,974.95,4885205,4725480295.0,1044.12,854.28
2019-04-22,600519.SH,952.56,959.5,978.89,940.61,949.2,4062796,3897168684.0,1047.82,857.3
2019-04-19,600519.SH,945.5,943.96,960.95,931.31,952.56,3237978,3064971032.0,1040.05,850.95
2019-04-18,600519.SH,952.0,945.41,954.68,936.22,945.5,1959852,1853076080.0,1047.2,856.8
2019-04-17,600519.SH,939.9,938.0,955.51,925.0,952.0,4076102,3848216557.0,1033.89,845.91
2019-04-16,600519.SH,907.0,904.9,939.9,901.22,939.9,4642344,4297385218.0,997.7,816.3
2019-04-15,600519.SH,914.0,931.0,939.0,907.0,907.0,4552264,4205548308.0,1005.4,822.6
2019-04-12,600519.SH,925.2,909.0,919.99,900.01,914.0,4861217,4419349981.0,1017.72,832.68
2019-04-11,600519.SH,947.99,948.0,950.0,905.55,925.2,6110254,5643817564.0,1042.79,853.19
2019-04-10,600519.SH,905.0,903.0,951.9,900.0,947.99,6781438,6331858748.0,995.5,814.5
2019-04-09,600519.SH,900.2,903.0,908.2,892.51,905.0,4798980,4308645696.0,990.22,810.18
2019-04-08,600519.SH,865.0,900.0,908.0,890.12,900.2,6625193,5944780638.0,951.5,778.5
2019-04-04,600519.SH,844.5,840.0,865.8,836.2,865.0,5577236,4763897857.0,928.95,760.05
2019-04-03,600519.SH,850.0,840.12,851.74,834.21,844.5,4305680,3629854319.0,935.0,765.0
2019-04-02,600519.SH,859.0,859.99,859.99,836.06,850.0,5322705,4496538849.0,944.9,773.1
2019-04-01,600519.SH,853.99,860.0,868.95,851.0,859.0,6093461,5228521999.0,939.39,768.59
2019-03-29,600519.SH,806.8,835.0,866.68,830.17,853.99,9093396,7702154797.0,887.48,726.12
2019-03-28,600519.SH,788.5,793.43,814.48,785.68,806.8,5756676,4615969704.0,867.35,709.65
2019-03-27,600519.SH,773.0,781.0,793.88,775.0,788.5,4280739,3366132247.0,850.3,695.7
2019-03-26,600519.SH,775.6,780.0,785.94,764.1,773.0,3759569,2914112997.0,853.16,698.04
2019-03-25,600519.SH,794.0,786.0,788.0,773.3,775.6,3727046,2903744159.0,873.4,714.6
2019-03-22,600519.SH,785.75,788.22,799.98,785.0,794.0,3051750,2420497823.0,864.33,707.18
2019-03-21,600519.SH,792.8,788.0,792.8,781.5,785.75,3257328,2558222913.0,872.08,713.52
2019-03-20,600519.SH,792.61,790.0,802.3,785.0,792.8,3111752,2470811128.0,871.87,713.35
2019-03-19,600519.SH,810.09,803.0,807.92,792.3,792.61,4063493,3244967390.0,891.1,729.08
2019-03-18,600519.SH,777.3,778.8,814.53,777.0,810.09,8131880,6499566987.0,855.03,699.57
2019-03-15,600519.SH,778.0,776.0,787.5,764.85,777.3,5240071,4084798328.0,855.8,700.2
2019-03-14,600519.SH,754.0,757.0,785.0,754.0,778.0,6217256,4808607656.0,829.4,678.6
2019-03-13,600519.SH,745.01,745.5,760.75,745.5,754.0,4056136,3058080906.0,819.51,670.51
2019-03-12,600519.SH,758.54,763.82,763.83,739.0,745.01,5251001,3946382127.0,834.39,682.69
2019-03-11,600519.SH,737.5,740.04,766.95,740.04,758.54,5305724,4001728730.0,811.25,663.75
2019-03-08,600519.SH,748.6,737.9,746.83,733.65,737.5,5227525,3868415483.0,823.46,673.74
2019-03-07,600519.SH,768.0,762.22,762.22,745.56,748.6,6018053,4526351877.0,844.8,691.2
2019-03-06,600519.SH,779.78,775.0,779.5,765.88,768.0,4673137,3602140487.0,857.76,701.8
2019-03-05,600519.SH,781.86,785.0,789.55,775.88,779.78,4483056,3501155936.0,860.05,703.67
2019-03-04,600519.SH,789.3,795.0,798.33,777.22,781.86,8458596,6661386571.0,868.23,710.37
2019-03-01,600519.SH,755.01,761.5,790.0,761.0,789.3,6384023,4952509171.0,830.51,679.51
2019-02-28,600519.SH,740.7,737.9,763.42,736.95,755.01,5698625,4289145218.0,814.77,666.63
2019-02-27,600519.SH,727.35,733.0,758.02,731.0,740.7,6594227,4908445127.0,800.09,654.62
2019-02-26,600519.SH,742.33,747.8,749.18,726.0,727.35,5796466,4265279124.0,816.56,668.1
2019-02-25,600519.SH,726.01,730.75,744.44,717.99,742.33,8262259,6034261367.0,798.61,653.41
2019-02-22,600519.SH,720.25,717.0,728.49,714.1,726.01,2590877,1867253930.0,792.28,648.23
2019-02-21,600519.SH,722.0,720.0,730.48,717.0,720.25,2985040,2163554333.0,794.2,649.8
2019-02-20,600519.SH,730.76,735.0,735.0,716.06,722.0,3788237,2742919644.0,803.84,657.68
2019-02-19,600519.SH,740.0,740.96,742.5,726.66,730.76,2950150,2164408781.0,814.0,666.0
2019-02-18,600519.SH,724.78,731.0,744.95,731.0,740.0,3774589,2787522993.0,797.26,652.3
2019-02-15,600519.SH,737.16,734.88,734.88,723.02,724.78,2323798,1691515518.0,810.88,663.44
2019-02-14,600519.SH,735.25,731.2,743.66,730.14,737.16,3225813,2375987077.0,808.78,661.73
2019-02-13,600519.SH,717.92,723.0,736.16,717.22,735.25,3567706,2589623528.0,789.71,646.13
2019-02-12,600519.SH,725.3,723.0,725.49,715.2,717.92,3509143,2521840124.0,797.83,652.77
2019-02-11,600519.SH,692.67,695.0,729.5,688.18,725.3,5814075,4143849806.0,761.94,623.4
2019-02-01,600519.SH,689.6,697.04,699.0,689.61,692.67,3052062,2121326140.0,758.56,620.64
2019-01-31,600519.SH,676.0,680.0,689.6,677.56,689.6,3669657,2515374970.0,743.6,608.4
2019-01-30,600519.SH,685.0,684.99,686.22,676.0,676.0,2269996,1545353573.0,753.5,616.5
2019-01-29,600519.SH,677.0,677.5,688.0,668.0,685.0,3034259,2069407513.0,744.7,609.3
2019-01-28,600519.SH,679.7,684.0,693.98,676.03,677.0,3610287,2476277972.0,747.67,611.73
2019-01-25,600519.SH,672.5,675.88,684.9,669.93,679.7,2898635,1966232090.0,739.75,605.25
2019-01-24,600519.SH,665.66,670.3,677.83,664.68,672.5,2915527,1960227058.0,732.23,599.09
2019-01-23,600519.SH,671.0,667.22,674.5,663.13,665.66,3362481,2247371221.0,738.1,603.9
2019-01-22,600519.SH,686.98,686.0,686.0,665.22,671.0,4212221,2834735031.0,755.68,618.28
2019-01-21,600519.SH,683.61,690.0,698.88,681.88,686.98,4705193,3242615722.0,751.97,615.25
2019-01-18,600519.SH,659.25,665.0,690.2,661.5,683.61,6860918,4647515824.0,725.18,593.33
2019-01-17,600519.SH,661.1,663.0,669.7,655.8,659.25,3028476,2004454115.0,727.21,594.99
2019-01-16,600519.SH,659.98,658.0,665.65,653.6,661.1,4208364,2775103930.0,725.98,593.98
2019-01-15,600519.SH,624.6,627.86,661.5,625.0,659.98,5576485,3613919068.0,687.06,562.14
2019-01-14,600519.SH,635.88,633.0,635.89,621.55,624.6,2564890,1606308126.0,699.47,572.29
2019-01-11,600519.SH,618.77,625.0,637.0,618.75,635.88,3888421,2445929483.0,680.65,556.89
2019-01-10,600519.SH,616.12,617.13,624.88,610.25,618.77,2904390,1797683134.0,677.73,554.51
2019-01-09,600519.SH,604.79,609.99,626.16,609.04,616.12,4989227,3084214779.0,665.27,544.31
2019-01-08,600519.SH,605.49,605.5,612.0,600.28,604.79,2883813,1750413219.0,666.04,544.94
2019-01-07,600519.SH,602.0,608.0,612.0,602.22,605.49,3475013,2105981461.0,662.2,541.8
2019-01-04,600519.SH,590.0,587.28,607.67,582.02,602.0,3768347,2258501484.0,649.0,531.0
2019-01-03,600519.SH,598.98,599.97,601.66,585.8,590.0,3097735,1838179174.0,658.88,539.08
2019-01-02,600519.SH,590.01,609.98,612.0,595.01,598.98,6228649,3754387984.0,649.01,531.01
2018-12-28,600519.SH,563.0,563.3,596.4,560.0,590.01,6367837,3705150490.0,619.3,506.7
2018-12-27,600519.SH,560.08,570.0,571.85,562.22,563.0,2949357,1670211285.0,616.09,504.07
2018-12-26,600519.SH,565.79,563.81,568.4,558.0,560.08,1786620,1005617678.0,622.37,509.21
2018-12-25,600519.SH,568.0,562.22,567.5,553.61,565.79,2659286,1490157587.0,624.8,511.2
2018-12-24,600519.SH,567.41,563.5,570.91,558.0,568.0,1910986,1080787424.0,624.15,510.67
2018-12-21,600519.SH,574.5,571.0,573.45,562.21,567.41,3064043,1736537277.0,631.95,517.05
2018-12-20,600519.SH,577.8,576.22,581.5,568.89,574.5,2694098,1549600760.0,635.58,520.02
2018-12-19,600519.SH,590.94,589.0,590.99,576.03,577.8,2571596,1501321336.0,650.03,531.85
2018-12-18,600519.SH,590.52,585.88,591.54,585.0,590.94,1922218,1130221286.0,649.57,531.47
2018-12-17,600519.SH,592.96,592.57,595.97,585.01,590.52,2489585,1466942952.0,652.26,533.66
2018-12-14,600519.SH,601.75,598.01,599.8,592.0,592.96,2455448,1461585126.0,661.93,541.58
2018-12-13,600519.SH,589.0,590.0,606.88,589.6,601.75,4039941,2427823194.0,647.9,530.1
2018-12-12,600519.SH,582.99,588.79,589.2,582.8,589.0,1992154,1168089518.0,641.29,524.69
2018-12-11,600519.SH,577.23,577.0,586.55,577.0,582.99,1631660,949962155.0,634.95,519.51
2018-12-10,600519.SH,587.0,576.0,587.5,574.18,577.23,2464068,1427993218.0,645.7,528.3
2018-12-07,600519.SH,591.8,595.6,598.86,584.7,587.0,2684167,1583970320.0,650.98,532.62
2018-12-06,600519.SH,610.1,600.0,605.98,590.36,591.8,3775807,2250440655.0,671.11,549.09
2018-12-05,600519.SH,602.23,597.5,616.5,595.0,610.1,4158819,2523641849.0,662.45,542.01
2018-12-04,600519.SH,601.2,602.99,604.26,595.0,602.23,3147388,1888148735.0,661.32,541.08
2018-12-03,600519.SH,565.0,589.0,605.0,584.77,601.2,8341468,4964130146.0,621.5,508.5
2018-11-30,600519.SH,551.6,557.0,568.89,553.0,565.0,4901046,2762808219.0,606.76,496.44
2018-11-29,600519.SH,557.0,566.03,569.8,549.01,551.6,4506945,2524752310.0,612.7,501.3
2018-11-28,600519.SH,548.1,550.85,559.19,545.5,557.0,2773793,1535544366.0,602.91,493.29
2018-11-27,600519.SH,552.11,552.0,554.99,546.5,548.1,2023382,1112920631.0,607.32,496.9
2018-11-26,600519.SH,556.9,558.0,560.2,552.0,552.11,1912019,1063536979.0,612.59,501.21
2018-11-23,600519.SH,564.5,564.0,567.3,556.9,556.9,2012621,1126652921.0,620.95,508.05
2018-11-22,600519.SH,564.7,565.15,567.33,558.0,564.5,2121333,1193347565.0,621.17,508.23
2018-11-21,600519.SH,561.6,554.0,568.9,553.68,564.7,2710730,1527915052.0,617.76,505.44
2018-11-20,600519.SH,569.02,565.0,568.0,560.0,561.6,2694326,1514353125.0,625.92,512.12
2018-11-19,600519.SH,560.0,560.3,572.0,559.11,569.02,3617925,2052509531.0,616.0,504.0
2018-11-16,600519.SH,559.7,561.0,566.0,558.03,560.0,2893879,1625453517.0,615.67,503.73
2018-11-15,600519.SH,555.1,558.8,564.8,555.5,559.7,3083340,1728199015.0,610.61,499.59
2018-11-14,600519.SH,570.0,569.96,569.96,552.55,555.1,4176683,2331999884.0,627.0,513.0
2018-11-13,600519.SH,552.0,546.12,570.0,543.0,570.0,6642905,3695850099.0,607.2,496.8
2018-11-12,600519.SH,562.0,553.0,554.2,536.8,552.0,6782422,3709848786.0,618.2,505.8
2018-11-09,600519.SH,570.34,567.22,569.0,562.0,562.0,2433682,1374731688.0,627.37,513.31
2018-11-08,600519.SH,566.4,574.0,577.0,568.0,570.34,3376374,1933594956.0,623.04,509.76
2018-11-07,600519.SH,566.0,569.0,574.95,562.01,566.4,3810778,2165679706.0,622.6,509.4
2018-11-06,600519.SH,575.8,574.0,574.16,558.01,566.0,4556614,2572068930.0,633.38,518.22
2018-11-05,600519.SH,599.9,593.0,593.0,571.77,575.8,7551708,4373994135.0,659.89,539.91
2018-11-02,600519.SH,563.0,585.0,600.0,572.24,599.9,8915696,5227695093.0,619.3,506.7
2018-11-01,600519.SH,548.9,555.0,585.5,551.25,563.0,9810672,5581027253.0,603.79,494.01
2018-10-31,600519.SH,524.0,527.0,555.0,522.0,548.9,9688482,5239853122.0,576.4,471.6
2018-10-30,600519.SH,549.09,510.0,543.0,509.02,524.0,20439667,10663392394.0,604.0,494.18
2018-10-29,600519.SH,610.1,549.09,549.09,549.09,549.09,4907600,2694714084.0,671.11,549.09
2018-10-26,600519.SH,619.0,619.0,625.0,607.98,610.1,5532738,3388947805.0,680.9,557.1
2018-10-25,600519.SH,636.99,620.0,622.5,608.58,619.0,7556838,4657019123.0,700.69,573.29
2018-10-24,600519.SH,641.74,628.11,650.0,620.0,636.99,7611282,4818473584.0,705.91,577.57
2018-10-23,600519.SH,693.0,689.0,689.0,635.0,641.74,12311273,8076618589.0,762.3,623.7
2018-10-22,600519.SH,670.0,675.0,702.02,675.0,693.0,7310857,5036971569.0,737.0,603.0
2018-10-19,600519.SH,645.94,638.0,675.0,635.08,670.0,7619938,4973381203.0,710.53,581.35
2018-10-18,600519.SH,665.72,660.0,660.0,644.97,645.94,5215607,3394332712.0,732.29,599.15
2018-10-17,600519.SH,667.14,675.0,677.3,649.9,665.72,4307707,2846537063.0,733.85,600.43
2018-10-16,600519.SH,666.9,665.98,679.53,662.01,667.14,2639360,1766613793.0,733.59,600.21
2018-10-15,600519.SH,668.0,669.49,671.95,660.03,666.9,3560730,2372056680.0,734.8,601.2
2018-10-12,600519.SH,644.99,651.0,672.68,650.58,668.0,5447256,3599837217.0,709.49,580.49
2018-10-11,600519.SH,670.92,635.01,668.94,635.01,644.99,9158196,5953169079.0,738.01,603.83
2018-10-10,600519.SH,695.0,697.26,698.0,669.69,670.92,6309820,4288785948.0,764.5,625.5
2018-10-09,600519.SH,686.15,686.9,698.71,685.9,695.0,4022283,2785526957.0,754.77,617.54
2018-10-08,600519.SH,730.0,715.41,719.0,686.15,686.15,8274502,5798721501.0,803.0,657.0
2018-09-28,600519.SH,724.0,726.7,733.2,718.88,730.0,3508980,2551115844.0,796.4,651.6
2018-09-27,600519.SH,724.93,727.5,728.0,715.4,724.0,4050853,2918965007.0,797.42,652.44
2018-09-26,600519.SH,697.02,702.1,732.68,701.99,724.93,7228777,5200777033.0,766.72,627.32
2018-09-25,600519.SH,700.01,695.0,705.77,693.26,697.02,3063991,2142679110.0,770.01,630.01
2018-09-21,600519.SH,678.55,682.0,700.01,680.01,700.01,4261720,2945196257.0,746.41,610.7
2018-09-20,600519.SH,681.42,685.2,686.9,677.36,678.55,2751948,1878075359.0,749.56,613.28
2018-09-19,600519.SH,666.7,666.58,686.0,666.0,681.42,4822184,3277470608.0,733.37,600.03
2018-09-18,600519.SH,645.81,643.0,668.0,642.22,666.7,3785868,2480477388.0,710.39,581.23
2018-09-17,600519.SH,642.9,645.0,652.96,641.06,645.81,2911295,1884188491.0,707.19,578.61
2018-09-14,600519.SH,631.98,633.98,649.78,628.53,642.9,4090019,2617626839.0,695.18,568.78
2018-09-13,600519.SH,630.0,638.0,642.0,620.0,631.98,4771316,3004019091.0,693.0,567.0
2018-09-12,600519.SH,646.0,643.0,644.87,628.01,630.0,4115737,2612360007.0,710.6,581.4
2018-09-11,600519.SH,644.8,645.57,650.97,640.63,646.0,1949687,1258466309.0,709.28,580.32
2018-09-10,600519.SH,650.97,652.2,653.81,640.7,644.8,2120220,1369296442.0,716.07,585.87
2018-09-07,600519.SH,644.0,645.5,658.03,645.14,650.97,2924006,1903829724.0,708.4,579.6
2018-09-06,600519.SH,657.79,652.0,659.26,640.0,644.0,4237058,2744204071.0,723.57,592.01
2018-09-05,600519.SH,675.04,675.0,676.99,657.0,657.79,2898342,1927600143.0,742.54,607.54
2018-09-04,600519.SH,666.21,666.8,676.0,661.6,675.04,2154048,1441658194.0,732.83,599.59
2018-09-03,600519.SH,659.19,652.0,667.67,650.8,666.21,3017984,1992654934.0,725.11,593.27
2018-08-31,600519.SH,680.4,676.25,677.0,656.5,659.19,5898093,3911486180.0,748.44,612.36
2018-08-30,600519.SH,685.85,688.21,692.6,679.01,680.4,3378833,2312993223.0,754.44,617.27
2018-08-29,600519.SH,681.0,682.0,688.88,679.1,685.85,2740403,1877474370.0,749.1,612.9
2018-08-28,600519.SH,687.3,693.0,693.78,678.55,681.0,3248890,2222697903.0,756.03,618.57
2018-08-27,600519.SH,660.3,662.0,687.3,662.0,687.3,4801692,3261483990.0,726.33,594.27
2018-08-24,600519.SH,670.21,669.0,669.0,656.46,660.3,2609026,1725516320.0,737.23,603.19
2018-08-23,600519.SH,667.7,671.7,678.5,665.18,670.21,2735727,1836880236.0,734.47,600.93
2018-08-22,600519.SH,671.49,671.0,673.2,663.0,667.7,2067551,1381418422.0,738.64,604.34
2018-08-21,600519.SH,644.79,647.0,672.3,647.0,671.49,5224902,3460897975.0,709.27,580.31
2018-08-20,600519.SH,634.86,632.45,645.55,616.86,644.79,4885234,3081035729.0,698.35,571.37
2018-08-17,600519.SH,648.44,657.5,657.5,630.01,634.86,4657457,3001465861.0,713.28,583.6
2018-08-16,600519.SH,662.8,652.0,668.5,640.0,648.44,5993985,3908421566.0,729.08,596.52
2018-08-15,600519.SH,680.13,679.8,680.0,661.0,662.8,3499709,2336994709.0,748.14,612.12
2018-08-14,600519.SH,679.22,679.22,684.5,673.51,680.13,2169683,1474124248.0,747.14,611.3
2018-08-13,600519.SH,687.18,683.0,683.0,666.68,679.22,3457041,2329262063.0,755.9,618.46
2018-08-10,600519.SH,691.88,691.88,694.77,684.2,687.18,2381767,1643993563.0,761.07,622.69
2018-08-09,600519.SH,676.22,671.0,694.5,670.12,691.88,3448575,2368461339.0,743.84,608.6
2018-08-08,600519.SH,686.28,687.02,689.0,671.87,676.22,2968544,2016438669.0,754.91,617.65
2018-08-07,600519.SH,669.68,672.3,687.83,662.02,686.28,3908559,2645263310.0,736.65,602.71
2018-08-06,600519.SH,678.99,677.0,684.0,662.25,669.68,4524812,3039091096.0,746.89,611.09
2018-08-03,600519.SH,695.84,695.0,695.0,676.2,678.99,4733699,3230239085.0,765.42,626.26
2018-08-02,600519.SH,714.94,715.97,715.97,687.88,695.84,5500143,3840134516.0,786.43,643.45
2018-08-01,600519.SH,726.44,731.4,732.3,714.11,714.94,2523788,1821933661.0,799.08,653.8
2018-07-31,600519.SH,719.21,720.3,727.88,719.21,726.44,2068346,1499353469.0,791.13,647.29
2018-07-30,600519.SH,738.56,738.9,740.66,715.0,719.21,4217166,3058614520.0,812.42,664.7
2018-07-27,600519.SH,735.62,736.0,744.3,730.0,738.56,2091360,1546655260.0,809.18,662.06
2018-07-26,600519.SH,743.81,748.9,748.9,734.23,735.62,2306726,1707662628.0,818.19,669.43
2018-07-25,600519.SH,745.4,746.95,749.88,740.01,743.81,2174388,1618737612.0,819.94,670.86
2018-07-24,600519.SH,732.07,732.68,747.3,723.0,745.4,4180860,3091209135.0,805.28,658.86
2018-07-23,600519.SH,741.13,736.0,741.15,720.01,732.07,3596989,2621763717.0,815.24,667.02
2018-07-20,600519.SH,740.95,741.5,743.13,728.0,741.13,3054850,2249792135.0,815.05,666.86
2018-07-19,600519.SH,737.44,739.0,743.95,735.02,740.95,1807850,1337080011.0,811.18,663.7
2018-07-18,600519.SH,742.43,742.43,749.69,735.0,737.44,2452171,1818760392.0,816.67,668.19
2018-07-17,600519.SH,754.68,757.0,757.0,736.02,742.43,2780603,2064190615.0,830.15,679.21
2018-07-16,600519.SH,746.99,752.3,764.11,751.03,754.68,3247487,2454501604.0,821.69,672.29
2018-07-13,600519.SH,737.54,742.3,748.1,735.12,746.99,2890704,2152944602.0,811.29,663.79
2018-07-12,600519.SH,719.58,718.0,741.17,718.0,737.54,4017004,2947129140.0,791.54,647.62
2018-07-11,600519.SH,725.76,710.0,724.0,702.22,719.58,2427845,1736875980.0,798.34,653.18
2018-07-10,600519.SH,727.24,729.0,731.5,713.33,725.76,2901047,2096683487.0,799.96,654.52
2018-07-09,600519.SH,714.12,720.03,729.86,719.73,727.24,4057266,2944655287.0,785.53,642.71
2018-07-06,600519.SH,702.39,707.0,720.93,699.26,714.12,4415661,3140922350.0,772.63,632.15
2018-07-05,600519.SH,690.91,700.0,716.2,700.0,702.39,4712380,3333680083.0,760.0,621.82
2018-07-04,600519.SH,694.92,692.0,700.0,688.0,690.91,3799075,2637494710.0,764.41,625.43
2018-07-03,600519.SH,711.55,709.76,715.78,678.23,694.92,8283710,5743330241.0,782.71,640.4
2018-07-02,600519.SH,731.46,734.52,739.33,703.0,711.55,3755811,2709882026.0,804.61,658.31
2018-06-29,600519.SH,710.93,712.3,732.3,705.0,731.46,3292927,2378884218.0,782.02,639.84
2018-06-28,600519.SH,722.44,714.0,719.0,697.0,710.93,5083394,3610842734.0,794.68,650.2
2018-06-27,600519.SH,754.8,752.0,757.0,721.0,722.44,5729801,4194739085.0,830.28,679.32
2018-06-26,600519.SH,765.56,765.31,769.88,747.0,754.8,4657798,3516945435.0,842.12,689.0
2018-06-25,600519.SH,766.53,766.0,778.97,764.9,765.56,3293416,2543272262.0,843.18,689.88
2018-06-22,600519.SH,759.32,754.0,767.0,750.0,766.53,2885481,2190055865.0,835.25,683.39
2018-06-21,600519.SH,763.59,765.22,778.89,758.77,759.32,3918255,3013867644.0,839.95,687.23
2018-06-20,600519.SH,738.0,741.0,765.0,741.0,763.59,4583802,3454583693.0,811.8,664.2
2018-06-19,600519.SH,773.33,769.0,769.0,737.0,738.0,6019587,4535664030.0,850.66,696.0
